FirstImage,SecondImage,NonZeroR,NonZeroG,NonZeroB,Matches0.5,Matches0.6,Matches0.7,Matches0.8,Matches0.9,Matches1.0,Matches
dance/The,hiphop/SWEET,267391,258057,268603,0,1,7,36,128,381,415
dance/Wish,hiphop/02,282171,270088,283606,0,1,4,16,88,366,414
dance/Wish,hiphop/111111111,267160,261105,268532,0,0,2,14,90,377,414
dance/Wish,hiphop/ak,260514,255187,261026,0,0,0,9,60,375,414
dance/Wish,hiphop/Childhood,263991,258540,264990,0,0,2,19,74,372,414
dance/Wish,hiphop/Dont,278076,263855,279265,1,1,5,19,94,367,414
dance/Wish,hiphop/Jumped,266450,257656,268262,0,0,0,6,57,382,414
dance/Wish,hiphop/SWEET,273415,262929,274464,0,1,3,10,84,376,414
dance/2015,jazz/A,288126,277961,289745,0,0,0,4,54,447,493
dance/2015,jazz/Bandoneon,238272,235061,238843,0,0,0,8,69,453,493
dance/2015,jazz/Birdman,244198,239659,244501,0,0,4,22,143,461,493
dance/2015,jazz/Chinese,241794,238732,244098,0,0,2,17,83,445,493
dance/2015,jazz/Colonially,261858,256084,264375,0,0,1,8,85,441,493
dance/2015,jazz/Michael,262572,255674,264216,0,0,3,18,115,449,493
dance/2015,jazz/Nadejda,240901,237134,241732,0,0,1,9,84,459,493
dance/2015,jazz/The,252894,248844,253810,0,0,1,16,106,453,493
dance/2015,jazz/zero-project,253080,248270,255767,0,0,4,17,98,452,493
dance/Give,jazz/A,292598,268296,293805,0,0,0,3,65,377,413
dance/Give,jazz/Bandoneon,270131,262570,270713,0,1,3,19,71,369,413
dance/Give,jazz/Birdman,272952,262563,273416,0,0,7,25,106,381,413
dance/Give,jazz/Chinese,274710,266600,275823,0,0,3,10,77,373,413
dance/Give,jazz/Colonially,281133,265435,282537,1,1,3,19,96,385,413
dance/Give,jazz/Michael,279176,262331,280463,0,1,7,21,105,381,413
dance/Give,jazz/Nadejda,273281,265083,273967,0,1,9,24,103,382,413
dance/Give,jazz/The,275719,265042,276521,1,7,12,34,117,381,413
dance/Give,jazz/zero-project,281046,269650,282725,0,0,5,24,79,379,413
dance/Landscape,jazz/A,291675,274094,293524,0,1,2,21,97,400,445
dance/Landscape,jazz/Bandoneon,275709,271880,276575,0,0,1,8,61,400,445
dance/Landscape,jazz/Birdman,279397,272937,280046,0,0,6,20,87,413,445
dance/Landscape,jazz/Chinese,274262,269692,276410,0,0,1,5,50,407,445
dance/Landscape,jazz/Colonially,282347,272323,284967,0,0,1,18,94,416,445
dance/Landscape,jazz/Michael,283432,272480,285471,0,0,2,21,111,411,445
dance/Landscape,jazz/Nadejda,275528,271077,276687,0,1,7,42,135,412,445
dance/Landscape,jazz/The,281008,274444,282308,0,2,3,37,127,419,445
dance/Landscape,jazz/zero-project,274899,267619,277566,0,0,1,8,62,393,445
dance/Rotational,jazz/A,284961,262674,286844,0,0,0,7,61,363,418
dance/Rotational,jazz/Bandoneon,250095,244028,250978,0,0,3,14,77,386,418
dance/Rotational,jazz/Birdman,254680,245492,255389,0,0,1,11,80,382,418
dance/Rotational,jazz/Chinese,251612,243853,253694,0,0,2,9,64,382,418
dance/Rotational,jazz/Colonially,266422,252002,268785,0,0,3,12,88,395,418
dance/Rotational,jazz/Michael,266817,251086,268806,0,0,1,17,91,387,418
dance/Rotational,jazz/Nadejda,251956,244860,253055,0,1,4,26,96,387,418
dance/Rotational,jazz/The,263957,255288,265202,0,1,4,16,100,387,418
dance/Rotational,jazz/zero-project,260644,249572,263248,0,0,2,12,77,372,418
dance/Stardust,jazz/A,285277,271826,287359,0,0,1,2,53,376,415
dance/Stardust,jazz/Bandoneon,239103,236182,240053,0,0,3,7,50,365,415
dance/Stardust,jazz/Birdman,245685,240525,246345,0,0,1,16,91,377,415
dance/Stardust,jazz/Chinese,244026,241005,246307,0,0,2,10,72,370,415
dance/Stardust,jazz/Colonially,265532,258022,267839,0,0,2,15,67,368,415
dance/Stardust,jazz/Michael,258362,249613,260532,0,0,4,17,91,380,415
dance/Stardust,jazz/Nadejda,240663,236740,241843,0,0,3,10,97,382,415
dance/Stardust,jazz/The,246040,240430,247299,1,2,9,27,98,384,415
dance/Stardust,jazz/zero-project,252073,246437,254815,0,0,1,16,80,379,415
dance/Summer,jazz/A,291147,270105,292721,0,0,4,13,63,400,448
dance/Summer,jazz/Bandoneon,269535,262874,269849,0,0,4,18,95,402,448
dance/Summer,jazz/Birdman,272953,264838,273174,0,3,20,49,138,419,448
dance/Summer,jazz/Chinese,269046,263009,270897,0,0,4,19,104,407,448
dance/Summer,jazz/Colonially,279045,266557,280825,0,1,5,25,106,411,448
dance/Summer,jazz/Michael,278888,264774,280429,0,1,3,30,116,415,448
dance/Summer,jazz/Nadejda,270233,262978,270971,0,1,10,35,150,416,448
dance/Summer,jazz/The,275874,266366,276492,0,0,9,35,128,415,448
dance/Summer,jazz/zero-project,273743,264525,276032,0,1,19,32,109,407,448
dance/The,jazz/A,285031,268047,287593,0,1,3,8,65,349,415
dance/The,jazz/Bandoneon,261909,259528,262993,0,0,1,14,74,367,415
dance/The,jazz/Birdman,263025,256718,263766,0,0,5,22,88,381,415
dance/The,jazz/Chinese,262368,260664,265511,0,0,2,14,66,361,415
dance/The,jazz/Colonially,268012,257525,270999,0,0,1,18,91,379,415
dance/The,jazz/Michael,265946,254789,268647,0,1,1,15,107,384,415
dance/The,jazz/Nadejda,263893,260674,265331,1,1,13,39,141,386,415
dance/The,jazz/The,269155,263670,270567,0,2,8,27,128,388,415
dance/The,jazz/zero-project,266882,260637,270553,0,0,0,7,70,372,415
dance/Wish,jazz/A,286096,265106,287836,0,0,0,7,55,368,414
dance/Wish,jazz/Bandoneon,260723,255798,261545,0,0,0,6,72,380,414
dance/Wish,jazz/Birdman,263241,254988,263875,0,1,3,17,79,384,414
dance/Wish,jazz/Chinese,260630,255044,262868,0,0,3,13,72,369,414
dance/Wish,jazz/Colonially,269058,256187,271496,0,1,2,13,62,377,414
dance/Wish,jazz/Michael,268536,253750,270561,0,0,2,20,95,379,414
dance/Wish,jazz/Nadejda,261255,255279,262184,0,1,6,13,84,371,414
dance/Wish,jazz/The,269208,261861,270407,0,1,4,18,95,390,414
dance/Wish,jazz/zero-project,265048,255300,267705,0,0,1,6,83,372,414
dance/2015,pop/Day,272603,269522,275036,0,1,3,20,115,451,493
dance/2015,pop/Don't,271407,268341,274773,0,0,4,23,113,448,493
dance/2015,pop/For,269672,264416,272407,0,12,29,54,141,463,493
dance/2015,pop/I,254747,249497,256689,0,0,3,18,101,451,493
dance/2015,pop/i,284860,280566,288200,0,0,2,15,86,439,493
dance/2015,pop/Let's,238880,236025,241427,0,0,1,11,90,452,493
dance/2015,pop/Set,267840,264676,272166,0,1,2,23,98,450,493
dance/2015,pop/The,242921,239271,243876,0,1,1,22,122,458,493
dance/2015,pop/We'll,277290,268195,277939,0,1,2,30,135,452,493
dance/Give,pop/Day,280104,268836,281571,0,2,8,33,129,383,413
dance/Give,pop/Don't,281416,269035,283105,1,1,9,26,96,375,413
dance/Give,pop/For,286652,271626,287981,0,1,6,22,105,373,413
dance/Give,pop/I,276543,263496,277591,0,0,6,27,115,381,413
dance/Give,pop/i,294971,280234,296729,0,1,11,31,110,370,413
dance/Give,pop/Let's,272069,263551,273606,0,0,7,33,110,374,413
dance/Give,pop/Set,281529,267555,283785,0,1,13,37,116,371,413
dance/Give,pop/The,270754,261524,271502,0,0,6,30,126,386,413
dance/Give,pop/We'll,287418,265777,287706,0,3,10,35,130,394,413
dance/Landscape,pop/Day,289576,282115,291927,0,0,5,20,123,409,445
dance/Landscape,pop/Don't,286666,278547,289846,0,0,4,12,97,394,445
dance/Landscape,pop/For,283927,273380,286474,0,1,6,24,99,405,445
dance/Landscape,pop/I,279018,270677,281043,0,0,7,30,128,403,445
dance/Landscape,pop/i,291488,280591,294461,0,0,1,20,104,405,445
dance/Landscape,pop/Let's,274094,269597,276863,0,0,1,26,112,400,445
dance/Landscape,pop/Set,282589,273839,286992,1,3,11,34,138,404,445
dance/Landscape,pop/The,273831,267936,275051,0,2,4,38,139,405,445
dance/Landscape,pop/We'll,291865,277218,292711,0,0,6,38,132,409,445
dance/Rotational,pop/Day,275575,266365,277920,0,0,0,12,92,371,418
dance/Rotational,pop/Don't,274875,264585,277675,0,0,3,19,87,380,418
dance/Rotational,pop/For,273467,259573,275675,0,0,0,13,76,373,418
dance/Rotational,pop/I,260959,248416,262586,0,0,0,14,87,375,418
dance/Rotational,pop/i,287624,275685,290431,0,0,1,14,70,379,418
dance/Rotational,pop/Let's,251996,244351,254465,0,1,6,20,86,380,418
dance/Rotational,pop/Set,272766,260668,276495,0,0,3,13,83,388,418
dance/Rotational,pop/The,254795,246652,256031,0,0,6,20,99,388,418
dance/Rotational,pop/We'll,282080,263144,282857,0,1,5,15,110,377,418
dance/Stardust,pop/Day,270087,264297,272441,0,0,2,24,115,382,415
dance/Stardust,pop/Don't,267025,260327,270000,0,1,10,33,104,378,415
dance/Stardust,pop/For,270759,262827,273126,0,2,3,16,97,373,415
dance/Stardust,pop/I,257804,251468,259416,0,0,3,27,100,371,415
dance/Stardust,pop/i,285639,278314,288424,0,1,2,23,100,371,415
dance/Stardust,pop/Let's,237354,234005,240110,0,0,5,23,116,377,415
dance/Stardust,pop/Set,260290,253264,264297,0,1,7,30,108,377,415
dance/Stardust,pop/The,237834,233502,239140,0,1,5,20,113,386,415
dance/Stardust,pop/We'll,267201,253988,267920,0,0,6,31,125,383,415
dance/Summer,pop/Day,285446,277236,287754,0,5,18,45,133,408,448
dance/Summer,pop/Don't,285116,276224,287536,0,0,3,21,100,403,448
dance/Summer,pop/For,281929,269460,284026,0,0,5,30,123,408,448
dance/Summer,pop/I,274901,264656,276404,0,0,5,16,109,416,448
dance/Summer,pop/i,292551,281011,295052,0,1,3,27,116,414,448
dance/Summer,pop/Let's,268667,262608,270577,0,0,7,25,95,412,448
dance/Summer,pop/Set,283252,273313,286333,1,2,7,33,108,409,448
dance/Summer,pop/The,270260,262732,271086,0,1,8,39,137,424,448
dance/Summer,pop/We'll,288668,271146,289204,1,2,12,42,126,405,448
dance/The,pop/Day,268795,260267,272060,0,0,6,35,125,372,415
dance/The,pop/Don't,267483,257731,271666,0,1,2,20,112,365,415
dance/The,pop/For,273914,261837,277095,0,0,4,24,101,378,415
dance/The,pop/I,263705,255229,265905,0,0,2,24,101,384,415
dance/The,pop/i,287077,275650,290773,0,0,3,23,99,374,415
dance/The,pop/Let's,258669,255709,262080,0,1,4,32,101,368,415
dance/The,pop/Set,265924,255474,271043,1,1,3,28,121,375,415
dance/The,pop/The,258243,253101,259833,1,2,7,23,124,382,415
dance/The,pop/We'll,277892,260537,278833,0,1,5,28,124,378,415
dance/Wish,pop/Day,277042,267350,279429,0,1,2,22,88,374,414
dance/Wish,pop/Don't,275353,264420,278428,0,0,0,18,79,382,414
dance/Wish,pop/For,274563,260574,276939,0,0,1,9,94,385,414
dance/Wish,pop/I,264294,253139,266109,0,0,1,9,82,381,414
dance/Wish,pop/i,288301,275083,291085,0,0,1,20,103,378,414
dance/Wish,pop/Let's,259507,253605,261890,0,1,3,19,88,368,414
dance/Wish,pop/Set,272193,260063,276044,0,0,3,11,88,379,414
dance/Wish,pop/The,261325,254339,262453,0,1,4,21,103,378,414
dance/Wish,pop/We'll,279826,260864,280735,0,2,5,18,102,371,414
dance/2015,rock/All,271509,271322,276699,0,1,4,21,102,439,493
dance/2015,rock/Anything,269366,266306,273470,0,1,3,32,117,456,493
dance/2015,rock/Chased,271802,273306,278132,0,0,2,14,93,443,493
dance/2015,rock/Deep,285716,283196,288896,0,0,4,16,96,449,493
dance/2015,rock/Lift,268146,265454,273103,0,0,2,24,104,443,493
dance/2015,rock/New,277636,272260,280799,0,0,2,7,82,440,493
dance/2015,rock/Perverting,280012,279011,284754,0,0,2,19,86,441,493
dance/2015,rock/Rude,271980,269334,275860,0,0,4,20,107,459,493
dance/2015,rock/Rude,258298,257452,262609,0,1,3,22,106,444,493
dance/2015,rock/Slash,282647,280550,286562,0,1,4,27,97,449,493
dance/2015,rock/The,271684,270713,276555,0,0,4,20,93,444,493
dance/2015,rock/The,292677,291697,296083,0,0,2,16,89,439,493
dance/Give,rock/All,289146,279599,291461,0,1,6,26,92,374,413
dance/Give,rock/Anything,285400,273423,287303,0,1,9,41,126,377,413
dance/Give,rock/Chased,288187,281065,290749,0,0,8,26,92,376,413
dance/Give,rock/Deep,293434,282618,295013,0,1,7,21,97,368,413
dance/Give,rock/Lift,287063,272250,289022,0,1,3,23,103,382,413
dance/Give,rock/New,289667,272899,291206,0,0,4,22,105,382,413
dance/Give,rock/Perverting,289091,276442,291360,0,1,4,12,82,371,413
dance/Give,rock/Rude,287517,275308,289327,0,2,4,27,127,379,413
dance/Give,rock/Rude,280085,271068,282143,0,0,3,15,87,372,413
dance/Give,rock/Slash,294506,283119,296431,0,0,1,20,81,371,413
dance/Give,rock/The,286721,276310,288830,0,0,4,24,105,382,413
dance/Give,rock/The,296129,285795,297912,0,0,5,20,85,373,413
dance/Landscape,rock/All,287264,281840,291775,0,0,4,19,104,411,445
dance/Landscape,rock/Anything,286239,278363,289559,0,0,5,24,116,413,445
dance/Landscape,rock/Chased,283590,279863,287893,0,0,1,12,80,395,445
dance/Landscape,rock/Deep,291519,283366,294698,0,2,11,41,149,420,445
dance/Landscape,rock/Lift,282744,272555,286641,0,4,8,30,106,392,445
dance/Landscape,rock/New,289047,276897,292025,0,1,4,26,114,408,445
dance/Landscape,rock/Perverting,289598,281060,293715,0,0,2,20,89,398,445
dance/Landscape,rock/Rude,285771,276976,289268,0,0,2,24,128,404,445
dance/Landscape,rock/Rude,282449,277183,286184,0,0,2,9,77,416,445
dance/Landscape,rock/Slash,292141,284110,295409,0,2,6,29,114,402,445
dance/Landscape,rock/The,288055,281579,292202,0,1,8,22,107,405,445
dance/Landscape,rock/The,288329,280489,291624,0,0,2,9,62,377,445
dance/Rotational,rock/All,277942,271398,281904,0,0,2,16,79,368,418
dance/Rotational,rock/Anything,273779,263746,276976,0,0,2,23,97,382,418
dance/Rotational,rock/Chased,274909,270474,279166,0,0,0,13,60,378,418
dance/Rotational,rock/Deep,286707,277979,289379,0,0,3,11,93,377,418
dance/Rotational,rock/Lift,276998,264766,280411,0,0,9,25,104,385,418
dance/Rotational,rock/New,281834,267466,284516,0,0,2,10,82,381,418
dance/Rotational,rock/Perverting,281584,272187,285428,0,1,2,17,87,366,418
dance/Rotational,rock/Rude,275974,266090,279052,0,1,3,12,70,378,418
dance/Rotational,rock/Rude,264137,256815,267595,0,0,2,12,76,377,418
dance/Rotational,rock/Slash,288712,280008,291833,0,0,1,13,69,371,418
dance/Rotational,rock/The,278212,270648,281942,0,1,4,23,95,386,418
dance/Rotational,rock/The,289489,282096,292388,0,0,1,17,84,378,418
dance/Stardust,rock/All,270645,266830,275117,0,0,3,20,87,376,415
dance/Stardust,rock/Anything,268621,262641,271957,0,1,3,26,105,381,415
dance/Stardust,rock/Chased,274750,272644,279195,0,0,4,13,94,385,415
dance/Stardust,rock/Deep,287752,282182,290639,0,0,3,25,93,376,415
dance/Stardust,rock/Lift,257516,249214,261457,0,0,5,26,107,379,415
dance/Stardust,rock/New,275369,266199,278522,0,0,2,17,112,371,415
dance/Stardust,rock/Perverting,277146,270846,281201,0,0,2,18,102,367,415
dance/Stardust,rock/Rude,271535,265761,275149,0,1,3,14,85,384,415
dance/Stardust,rock/Rude,258805,254718,262327,0,0,1,18,81,370,415
dance/Stardust,rock/Slash,276112,270147,279630,0,0,4,18,92,372,415
dance/Stardust,rock/The,270661,266061,274624,0,2,6,26,105,378,415
dance/Stardust,rock/The,286533,280841,289691,0,0,0,8,75,373,415
dance/Summer,rock/All,284700,278375,288321,0,0,4,22,106,408,448
dance/Summer,rock/Anything,282142,272648,285084,0,0,3,22,101,402,448
dance/Summer,rock/Chased,283873,279933,288110,0,0,0,12,72,410,448
dance/Summer,rock/Deep,293404,285621,295773,0,1,11,25,103,415,448
dance/Summer,rock/Lift,286855,276296,289846,0,0,7,23,113,402,448
dance/Summer,rock/New,287227,273820,289486,0,1,7,39,117,422,448
dance/Summer,rock/Perverting,288032,279140,291646,0,0,5,27,106,416,448
dance/Summer,rock/Rude,284120,274570,286942,0,1,5,32,118,425,448
dance/Summer,rock/Rude,276560,270573,279944,0,1,4,24,127,407,448
dance/Summer,rock/Slash,290676,282651,293669,0,0,3,10,76,405,448
dance/Summer,rock/The,285759,278844,289374,0,1,10,31,132,415,448
dance/Summer,rock/The,294484,287003,297007,0,0,4,16,83,406,448
dance/The,rock/All,275479,268723,281527,0,0,5,22,98,372,415
dance/The,rock/Anything,271588,262107,276177,0,1,4,27,87,374,415
dance/The,rock/Chased,274254,271062,280414,0,0,0,12,89,380,415
dance/The,rock/Deep,285616,276786,289477,1,1,8,23,122,380,415
dance/The,rock/Lift,272495,260342,277451,0,0,2,21,77,380,415
dance/The,rock/New,277813,262714,281823,1,1,10,39,123,382,415
dance/The,rock/Perverting,275954,265153,281713,0,0,10,24,118,382,415
dance/The,rock/Rude,274453,263888,279279,0,0,3,25,113,375,415
dance/The,rock/Rude,262138,255330,267251,0,0,1,9,64,369,415
dance/The,rock/Slash,286201,277304,290843,0,0,1,18,99,376,415
dance/The,rock/The,272015,263918,277744,0,0,3,19,106,382,415
dance/The,rock/The,289454,282103,293707,0,0,2,11,87,372,415
dance/Wish,rock/All,276532,268329,281077,0,1,3,14,86,376,414
dance/Wish,rock/Anything,273029,261664,276582,0,0,2,11,81,378,414
dance/Wish,rock/Chased,275215,269696,280042,0,2,3,11,67,368,414
dance/Wish,rock/Deep,287186,277415,290127,0,2,4,17,85,378,414
dance/Wish,rock/Lift,274106,260430,278034,0,0,4,24,86,373,414
dance/Wish,rock/New,279444,262765,282343,0,0,2,16,86,374,414
dance/Wish,rock/Perverting,278396,266500,282775,0,0,2,23,86,380,414
dance/Wish,rock/Rude,275661,263676,279250,0,0,4,17,82,368,414
dance/Wish,rock/Rude,263116,254807,267225,0,1,6,22,96,369,414
dance/Wish,rock/Slash,286920,277220,290492,0,0,2,11,74,376,414
dance/Wish,rock/The,275115,265847,279618,0,0,3,18,102,382,414
dance/Wish,rock/The,291569,283981,294570,0,0,1,12,70,371,414
dance/2015,samba/Blue,270613,262943,272198,0,1,4,15,98,462,493
dance/2015,samba/Cuban,278843,274976,281745,0,0,1,6,91,455,493
dance/2015,samba/Elegante,279746,272891,282391,0,0,1,13,76,449,493
dance/2015,samba/Este,256630,251058,259129,0,1,3,14,94,448,493
dance/2015,samba/MESCALE,247071,242403,249217,0,0,4,14,90,431,493
dance/2015,samba/Sambapleasure,277215,273538,280211,0,0,2,10,87,447,493
dance/2015,samba/Samba,254454,248897,255362,0,0,6,22,127,463,493
dance/Give,samba/Blue,282993,264249,284132,1,2,6,39,116,376,413
dance/Give,samba/Cuban,288973,276677,290563,0,2,8,29,99,386,413
dance/Give,samba/Elegante,290939,273111,292418,0,0,2,10,73,366,413
dance/Give,samba/Este,280919,266112,282385,0,0,5,24,118,384,413
dance/Give,samba/MESCALE,275307,264293,276658,2,2,3,17,102,376,413
dance/Give,samba/Sambapleasure,290961,277496,292450,0,0,2,26,92,378,413
dance/Give,samba/Samba,276340,261818,277057,0,0,1,16,91,376,413
dance/Landscape,samba/Blue,284625,271706,286466,0,0,4,37,119,409,445
dance/Landscape,samba/Cuban,286591,277014,289322,0,1,8,25,119,397,445
dance/Landscape,samba/Elegante,290032,277592,292647,0,0,5,23,111,388,445
dance/Landscape,samba/Este,280955,271491,283458,0,1,4,13,68,408,445
dance/Landscape,samba/MESCALE,275825,268763,277886,0,0,5,18,97,401,445
dance/Landscape,samba/Sambapleasure,287721,277986,290661,0,0,4,17,122,411,445
dance/Landscape,samba/Samba,282302,272661,283450,0,0,5,22,113,413,445
dance/Rotational,samba/Blue,273284,256907,275123,0,0,0,17,99,385,418
dance/Rotational,samba/Cuban,279498,268397,281871,0,0,1,14,93,381,418
dance/Rotational,samba/Elegante,280870,264202,283344,0,0,2,13,86,372,418
dance/Rotational,samba/Este,267131,253839,269598,0,0,4,16,81,385,418
dance/Rotational,samba/MESCALE,255944,245473,257857,0,2,3,13,73,374,418
dance/Rotational,samba/Sambapleasure,279178,267681,281849,0,0,4,18,83,379,418
dance/Rotational,samba/Samba,263379,250505,264625,0,0,1,10,80,385,418
dance/Stardust,samba/Blue,270847,261526,272666,0,0,6,29,121,376,415
dance/Stardust,samba/Cuban,277993,270635,280787,0,0,3,19,93,385,415
dance/Stardust,samba/Elegante,278968,269905,281567,0,0,2,19,79,377,415
dance/Stardust,samba/Este,251828,244746,254454,0,0,3,15,85,378,415
dance/Stardust,samba/MESCALE,249011,243576,251082,0,0,4,17,98,369,415
dance/Stardust,samba/Sambapleasure,281777,274942,284528,0,0,4,20,105,382,415
dance/Stardust,samba/Samba,250044,241907,251313,0,0,1,17,79,390,415
dance/Summer,samba/Blue,285008,270275,286395,1,1,8,43,129,419,448
dance/Summer,samba/Cuban,286964,276478,289263,0,0,6,23,88,393,448
dance/Summer,samba/Elegante,287729,273628,289869,0,0,7,22,95,400,448
dance/Summer,samba/Este,278706,267442,280604,0,0,8,36,126,406,448
dance/Summer,samba/MESCALE,270453,261846,272007,0,0,2,11,78,397,448
dance/Summer,samba/Sambapleasure,287375,276236,289672,1,1,5,29,126,412,448
dance/Summer,samba/Samba,277354,265455,278156,0,0,3,15,99,413,448
dance/The,samba/Blue,275474,263002,277738,0,2,10,38,129,377,415
dance/The,samba/Cuban,277759,266577,281395,0,0,2,19,92,373,415
dance/The,samba/Elegante,280949,268609,284404,2,4,9,25,97,371,415
dance/The,samba/Este,268318,260031,271538,0,0,2,11,77,389,415
dance/The,samba/MESCALE,260785,254559,263426,0,0,1,7,74,366,415
dance/The,samba/Sambapleasure,281586,270313,285129,0,2,8,26,98,378,415
dance/The,samba/Samba,265541,256638,267136,0,0,3,27,119,397,415
dance/Wish,samba/Blue,279090,264320,280779,2,2,5,32,118,381,414
dance/Wish,samba/Cuban,279487,266980,282129,0,0,1,6,84,366,414
dance/Wish,samba/Elegante,281827,266227,284270,0,0,2,17,84,368,414
dance/Wish,samba/Este,268400,256499,270906,0,1,3,17,80,372,414
dance/Wish,samba/MESCALE,260030,250941,262282,0,0,1,8,65,368,414
dance/Wish,samba/Sambapleasure,282033,269887,284844,0,0,1,14,62,376,414
dance/Wish,samba/Samba,267768,256093,268924,0,0,4,20,82,378,414
dubstep/Day,dubstep/Departure,278956,273536,281887,0,2,5,25,104,386,431
dubstep/Day,dubstep/Elektrobeat,281406,274169,282898,0,2,7,37,127,390,431
dubstep/Day,dubstep/Extreme,268471,261568,270261,0,1,7,25,95,396,431
dubstep/Day,dubstep/Feeling,257499,250286,258876,0,4,8,33,113,390,431
dubstep/Day,dubstep/Get,285791,274048,287292,0,0,4,29,122,397,431
dubstep/Day,dubstep/Speaker,258081,251599,260303,0,0,5,33,117,399,431
dubstep/Day,dubstep/Sucker,267425,258998,269487,0,0,2,15,86,389,431
dubstep/Day,dubstep/Wonder,273995,267596,277077,0,1,8,36,130,397,431
dubstep/Departure,dubstep/Elektrobeat,278822,271702,280678,0,0,3,10,68,412,454
dubstep/Departure,dubstep/Extreme,274895,268999,277139,0,0,3,24,92,412,454
dubstep/Departure,dubstep/Feeling,269228,264144,270978,0,0,2,14,91,424,454
dubstep/Departure,dubstep/Get,279821,268153,281804,0,0,1,13,93,408,454
dubstep/Departure,dubstep/Speaker,273728,268732,276340,0,0,3,10,101,409,454
dubstep/Departure,dubstep/Sucker,282799,276411,285435,0,0,1,14,80,412,454
dubstep/Departure,dubstep/Wonder,278539,273083,282470,0,0,1,11,95,416,454
dubstep/Elektrobeat,dubstep/Extreme,272877,264828,274356,0,1,9,27,138,411,434
dubstep/Elektrobeat,dubstep/Feeling,266370,259546,267327,0,2,7,17,87,391,434
dubstep/Elektrobeat,dubstep/Get,282584,270439,283856,0,1,12,28,129,408,434
dubstep/Elektrobeat,dubstep/Speaker,271613,265031,273239,0,0,2,25,125,401,434
dubstep/Elektrobeat,dubstep/Sucker,281582,273691,283128,0,1,6,20,103,398,434
dubstep/Elektrobeat,dubstep/Wonder,278414,270423,280344,0,0,4,39,121,394,434
dubstep/Extreme,dubstep/Feeling,253546,247178,254740,0,1,8,26,96,420,469
dubstep/Extreme,dubstep/Get,280495,269147,281898,0,1,4,30,126,429,469
dubstep/Extreme,dubstep/Speaker,256307,250237,258288,0,0,6,19,116,432,469
dubstep/Extreme,dubstep/Sucker,267253,259757,269213,0,0,0,12,92,428,469
dubstep/Extreme,dubstep/Wonder,270148,263843,272421,0,1,3,12,77,418,469
dubstep/Feeling,dubstep/Get,268783,258010,269817,0,0,4,15,72,386,434
dubstep/Feeling,dubstep/Speaker,238757,231776,240135,0,1,3,17,84,398,434
dubstep/Feeling,dubstep/Sucker,256612,249188,258024,0,0,0,8,71,383,434
dubstep/Feeling,dubstep/Wonder,265908,260013,267700,0,0,3,22,101,405,434
dubstep/Get,dubstep/Speaker,280841,270627,282497,0,0,3,18,79,368,414
dubstep/Get,dubstep/Sucker,288533,277156,290215,0,1,3,10,69,373,414
dubstep/Get,dubstep/Wonder,286437,275148,288178,0,0,0,13,82,377,414
dubstep/Speaker,dubstep/Sucker,259298,252484,261430,0,0,2,15,80,367,414
dubstep/Speaker,dubstep/Wonder,265312,259800,267882,0,3,6,23,89,361,414
dubstep/Sucker,dubstep/Wonder,275215,268002,277770,0,1,8,19,106,392,434
dubstep/Day,eletronic/JekK,260404,252337,262981,0,0,3,17,100,386,431
dubstep/Day,eletronic/Kuzinmuzin,264546,256396,266705,0,0,5,22,100,398,431
dubstep/Day,eletronic/The.madpix.project,277042,267350,279429,0,0,3,18,111,394,431
dubstep/Departure,eletronic/JekK,271953,265433,274983,0,0,1,10,66,406,454
dubstep/Departure,eletronic/Kuzinmuzin,269558,261924,272212,0,0,1,19,90,410,454
dubstep/Departure,eletronic/The.madpix.project,278399,269503,281629,0,0,1,20,81,403,454
dubstep/Elektrobeat,eletronic/JekK,272490,263659,274075,0,0,3,26,123,399,434
dubstep/Elektrobeat,eletronic/Kuzinmuzin,274590,266995,275856,0,1,6,25,91,388,434
dubstep/Elektrobeat,eletronic/The.madpix.project,281419,271061,283114,0,0,5,27,118,390,434
dubstep/Extreme,eletronic/JekK,260414,252448,262389,1,2,6,30,126,428,469
dubstep/Extreme,eletronic/Kuzinmuzin,264657,257209,266339,0,3,11,48,139,440,469
dubstep/Extreme,eletronic/The.madpix.project,274544,264918,276704,0,1,7,25,105,424,469
dubstep/Feeling,eletronic/JekK,243848,234615,245511,0,0,3,15,102,388,434
dubstep/Feeling,eletronic/Kuzinmuzin,250552,242528,251932,0,0,3,11,74,391,434
dubstep/Feeling,eletronic/The.madpix.project,265446,256276,267191,0,0,2,18,76,394,434
dubstep/Get,eletronic/JekK,275615,262206,277374,0,0,1,11,75,370,414
dubstep/Get,eletronic/Kuzinmuzin,273165,258622,274584,0,0,1,19,101,371,414
dubstep/Get,eletronic/The.madpix.project,283742,267256,285626,0,0,6,16,86,375,414
dubstep/Speaker,eletronic/JekK,249612,241621,251990,0,0,0,15,76,378,414
dubstep/Speaker,eletronic/Kuzinmuzin,257083,249341,258980,0,1,3,23,98,386,414
dubstep/Speaker,eletronic/The.madpix.project,271400,262360,273754,0,1,5,17,92,377,414
dubstep/Sucker,eletronic/JekK,263807,255013,266041,0,0,2,16,89,389,434
dubstep/Sucker,eletronic/Kuzinmuzin,273940,265829,275723,0,0,2,12,91,396,434
dubstep/Sucker,eletronic/The.madpix.project,279340,268519,281607,0,1,4,11,86,393,434
dubstep/Wonder,eletronic/JekK,266252,258704,269295,0,2,5,20,103,381,422
