FirstImage,SecondImage,NonZeroR,NonZeroG,NonZeroB,Matches0.5,Matches0.6,Matches0.7,Matches0.8,Matches0.9,Matches1.0,Matches
classical/Bach,jazz/Birdman,146096,145271,146204,0,0,0,8,51,241,260
classical/Bach,jazz/Chinese,154074,154267,154459,0,0,0,3,38,240,260
classical/Bach,jazz/Colonially,220098,220022,220447,0,0,0,2,38,234,260
classical/Bach,jazz/Michael,215428,214928,215823,0,0,1,7,69,235,260
classical/Bach,jazz/Nadejda,143338,142607,143646,0,0,0,13,47,240,260
classical/Bach,jazz/The,160234,159447,160520,0,0,0,6,39,241,260
classical/Bach,jazz/zero-project,197869,198046,198344,0,0,0,5,52,233,260
classical/CINE,jazz/A,277738,268495,278962,0,0,2,11,72,377,415
classical/CINE,jazz/Bandoneon,145527,139844,146111,0,0,4,26,105,372,415
classical/CINE,jazz/Birdman,171975,167557,172440,1,5,18,52,142,379,415
classical/CINE,jazz/Chinese,165603,161251,166706,0,0,2,17,101,381,415
classical/CINE,jazz/Colonially,222475,217206,223730,0,0,2,17,88,380,415
classical/CINE,jazz/Michael,218791,212027,220188,0,2,20,36,112,383,415
classical/CINE,jazz/Nadejda,157806,152109,158611,0,0,5,22,103,372,415
classical/CINE,jazz/The,181574,175922,182320,0,0,1,12,79,378,415
classical/CINE,jazz/zero-project,201653,198512,203296,0,0,3,16,102,379,415
classical/clessidra,jazz/A,277041,273077,278668,0,0,0,3,59,382,437
classical/clessidra,jazz/Bandoneon,128877,125474,129658,0,0,1,9,82,391,437
classical/clessidra,jazz/Birdman,156631,154482,157175,0,1,6,22,119,401,437
classical/clessidra,jazz/Chinese,154485,154031,156484,0,1,3,21,103,390,437
classical/clessidra,jazz/Colonially,219457,218293,221297,0,0,0,10,89,412,437
classical/clessidra,jazz/Michael,216233,213791,217850,0,0,7,24,111,398,437
classical/clessidra,jazz/Nadejda,146526,143595,147554,0,0,3,18,88,394,437
classical/clessidra,jazz/The,166681,163977,167845,0,0,3,18,98,397,437
classical/clessidra,jazz/zero-project,196609,197069,199012,0,1,6,26,102,397,437
classical/F.Mendelssohn,jazz/A,279159,269925,279844,0,0,1,18,90,433,485
classical/F.Mendelssohn,jazz/Bandoneon,147539,141313,147705,0,0,7,28,121,446,485
classical/F.Mendelssohn,jazz/Birdman,172616,167635,172730,0,1,5,32,127,442,485
classical/F.Mendelssohn,jazz/Chinese,165039,160894,165776,1,2,5,26,118,433,485
classical/F.Mendelssohn,jazz/Colonially,225959,220950,226625,0,1,7,24,110,443,485
classical/F.Mendelssohn,jazz/Michael,225392,218808,225932,0,1,2,23,120,443,485
classical/F.Mendelssohn,jazz/Nadejda,159826,153757,160206,0,0,4,16,115,436,485
classical/F.Mendelssohn,jazz/The,184410,178725,184831,0,3,8,34,127,445,485
classical/F.Mendelssohn,jazz/zero-project,202921,199038,203694,0,0,5,17,89,448,485
classical/flowing,jazz/A,280945,268676,281786,0,0,0,9,52,344,388
classical/flowing,jazz/Bandoneon,172265,166197,172583,0,1,4,15,70,361,388
classical/flowing,jazz/Birdman,193015,187247,193165,0,0,0,8,60,348,388
classical/flowing,jazz/Chinese,188880,184084,189770,0,0,2,12,77,356,388
classical/flowing,jazz/Colonially,234521,226761,235317,0,0,0,11,73,342,388
classical/flowing,jazz/Michael,231581,222073,232271,0,0,3,18,76,355,388
classical/flowing,jazz/Nadejda,182732,176378,183211,0,0,2,13,87,353,388
classical/flowing,jazz/The,201371,194892,201828,0,0,3,11,73,356,388
classical/flowing,jazz/zero-project,221796,216594,222818,0,0,0,4,55,347,388
classical/Galdson,jazz/A,276904,271856,279116,0,0,0,9,56,402,445
classical/Galdson,jazz/Bandoneon,135462,131930,136407,0,1,7,16,88,401,445
classical/Galdson,jazz/Birdman,163870,161099,164554,1,1,1,16,90,407,445
classical/Galdson,jazz/Chinese,157183,155931,159745,0,0,2,32,118,410,445
classical/Galdson,jazz/Colonially,219295,217762,222014,0,0,3,10,96,411,445
classical/Galdson,jazz/Michael,216874,213718,219076,0,0,3,25,116,409,445
classical/Galdson,jazz/Nadejda,149607,146505,151050,0,0,3,14,92,397,445
classical/Galdson,jazz/The,173637,170569,175133,0,0,8,22,113,409,445
classical/Galdson,jazz/zero-project,196882,196463,199947,0,0,4,17,96,402,445
classical/Helios,jazz/A,276959,271702,278968,0,0,2,8,80,392,442
classical/Helios,jazz/Bandoneon,133297,129650,134142,0,0,3,24,99,404,442
classical/Helios,jazz/Birdman,161600,158979,162249,0,1,9,34,127,416,442
classical/Helios,jazz/Chinese,155579,154152,157863,0,1,4,32,121,415,442
classical/Helios,jazz/Colonially,219398,217475,221658,0,0,3,19,119,411,442
classical/Helios,jazz/Michael,217412,214198,219301,0,2,5,25,121,406,442
classical/Helios,jazz/Nadejda,148525,144897,149676,0,1,3,26,118,410,442
classical/Helios,jazz/The,172190,169093,173537,0,1,4,36,130,401,442
classical/Helios,jazz/zero-project,197025,196921,199686,0,1,3,30,112,409,442
classical/La,jazz/A,279276,273192,280929,0,0,0,10,57,353,400
classical/La,jazz/Bandoneon,140751,136043,141513,0,0,0,17,89,366,400
classical/La,jazz/Birdman,168468,165238,168984,0,0,1,12,71,360,400
classical/La,jazz/Chinese,161849,159815,163439,0,0,1,18,86,361,400
classical/La,jazz/Colonially,221840,218838,223480,0,0,0,11,80,369,400
classical/La,jazz/Michael,221412,217276,222967,0,0,1,22,90,375,400
classical/La,jazz/Nadejda,156396,152140,157399,0,0,0,8,90,357,400
classical/La,jazz/The,180565,176599,181542,0,1,1,17,96,363,400
classical/La,jazz/zero-project,200847,199693,202904,0,1,2,12,74,349,400
classical/middlenight,jazz/A,276959,271702,278968,0,0,2,8,80,392,442
classical/middlenight,jazz/Bandoneon,133297,129650,134142,0,0,3,24,99,404,442
classical/middlenight,jazz/Birdman,161600,158979,162249,0,1,9,34,127,416,442
classical/middlenight,jazz/Chinese,155579,154152,157863,0,1,4,32,121,415,442
classical/middlenight,jazz/Colonially,219398,217475,221658,0,0,3,19,119,411,442
classical/middlenight,jazz/Michael,217412,214198,219301,0,2,5,25,121,406,442
classical/middlenight,jazz/Nadejda,148525,144897,149676,0,1,3,26,118,410,442
classical/middlenight,jazz/The,172190,169093,173537,0,1,4,36,130,401,442
classical/middlenight,jazz/zero-project,197025,196921,199686,0,1,3,30,112,409,442
classical/R.Schumann,jazz/A,277405,277117,278363,0,0,0,3,18,200,222
classical/R.Schumann,jazz/Bandoneon,124796,123465,125236,0,0,0,3,25,197,222
classical/R.Schumann,jazz/Birdman,149206,148258,149590,0,0,0,4,31,194,222
classical/R.Schumann,jazz/Chinese,154273,154721,155036,0,0,0,0,22,201,222
classical/R.Schumann,jazz/Colonially,219793,220154,220700,0,0,0,0,18,199,222
classical/R.Schumann,jazz/Michael,215743,215485,216750,0,0,0,1,37,195,222
classical/R.Schumann,jazz/Nadejda,144217,143373,144797,0,0,0,4,41,196,222
classical/R.Schumann,jazz/The,162384,161463,162934,0,0,0,1,26,203,222
classical/R.Schumann,jazz/zero-project,197381,198231,198629,0,0,0,6,32,194,222
classical/Silence,jazz/A,277092,275195,278581,0,0,2,8,40,337,378
classical/Silence,jazz/Bandoneon,126510,123951,127000,0,0,0,6,65,350,378
classical/Silence,jazz/Birdman,153617,152145,153982,0,0,0,9,70,355,378
classical/Silence,jazz/Chinese,153590,154082,155157,0,0,3,12,66,335,378
classical/Silence,jazz/Colonially,219519,219265,221011,0,0,4,10,72,346,378
classical/Silence,jazz/Michael,215766,214570,217235,0,0,1,18,73,337,378
classical/Silence,jazz/Nadejda,144745,142919,145710,0,0,0,6,73,342,378
classical/Silence,jazz/The,164904,163151,165739,0,0,3,7,72,334,378
classical/Silence,jazz/zero-project,196671,197556,198635,0,1,2,7,68,336,378
classical/Vivaldi,jazz/A,278272,264398,280436,0,0,0,7,57,429,476
classical/Vivaldi,jazz/Bandoneon,174413,168344,175089,0,0,2,5,62,415,476
classical/Vivaldi,jazz/Birdman,195211,187367,195472,0,0,0,10,87,441,476
classical/Vivaldi,jazz/Chinese,180785,173211,183588,0,0,0,12,84,433,476
classical/Vivaldi,jazz/Colonially,225690,215945,228402,0,0,2,8,92,425,476
classical/Vivaldi,jazz/Michael,228160,217075,230142,0,0,2,18,125,439,476
classical/Vivaldi,jazz/Nadejda,179684,173110,181022,0,0,0,8,73,432,476
classical/Vivaldi,jazz/The,206746,199737,207926,0,0,0,13,97,419,476
classical/Vivaldi,jazz/zero-project,206785,198157,210136,0,0,1,9,87,436,476
classical/Vivaldi,jazz/A,279005,266455,279808,0,0,1,5,46,378,423
classical/Vivaldi,jazz/Bandoneon,151849,143935,152077,0,0,3,10,68,374,423
classical/Vivaldi,jazz/Birdman,176576,169902,176673,0,0,2,11,65,383,423
classical/Vivaldi,jazz/Chinese,169132,163160,170190,0,0,6,19,90,378,423
classical/Vivaldi,jazz/Colonially,222284,214918,223240,0,0,0,8,63,383,423
classical/Vivaldi,jazz/Michael,221704,212065,222445,0,0,3,18,92,390,423
classical/Vivaldi,jazz/Nadejda,162584,154956,163122,0,0,1,12,69,380,423
classical/Vivaldi,jazz/The,188644,180881,189063,0,0,1,11,78,381,423
classical/Vivaldi,jazz/zero-project,204068,198410,205285,0,0,1,12,74,373,423
classical/Al,pop/Day,247146,245513,248932,0,0,6,19,100,436,479
classical/Al,pop/Don't,250014,249096,252300,0,1,7,19,95,439,479
classical/Al,pop/For,246374,242597,248211,0,0,3,31,137,437,479
classical/Al,pop/I,202997,197268,204406,0,0,2,24,139,442,479
classical/Al,pop/i,276377,274231,278510,0,0,9,26,131,440,479
classical/Al,pop/Let's,163271,158850,165643,1,3,5,25,101,430,479
classical/Al,pop/Set,238209,236714,241514,0,0,3,30,143,448,479
classical/Al,pop/The,174721,169438,175893,0,3,8,33,130,448,479
classical/Al,pop/We'll,251121,243996,251568,1,2,12,44,150,451,479
classical/Bach,pop/Day,241041,241228,241233,0,0,0,5,28,233,260
classical/Bach,pop/Don't,248733,249099,249031,0,0,2,8,44,233,260
classical/Bach,pop/For,244560,244712,244828,0,0,0,5,54,234,260
classical/Bach,pop/I,194456,194168,194706,0,0,0,4,39,235,260
classical/Bach,pop/i,277327,277714,277738,0,0,0,1,28,234,260
classical/Bach,pop/Let's,147872,148138,148478,0,0,0,1,27,216,260
classical/Bach,pop/Set,238821,239630,239497,0,0,0,2,41,235,260
classical/Bach,pop/The,149774,149323,150122,0,0,0,4,27,238,260
classical/Bach,pop/We'll,241722,241110,241800,0,0,0,3,36,238,260
classical/CINE,pop/Day,248780,246942,249920,0,2,7,34,124,375,415
classical/CINE,pop/Don't,251085,249807,252561,0,0,3,24,101,367,415
classical/CINE,pop/For,245408,241968,246544,3,8,15,46,130,376,415
classical/CINE,pop/I,202563,197695,203489,0,0,1,21,112,375,415
classical/CINE,pop/i,276732,274961,278142,0,1,3,13,75,364,415
classical/CINE,pop/Let's,159334,155513,160916,0,1,7,34,126,375,415
classical/CINE,pop/Set,240486,238953,242558,0,1,4,15,98,389,415
classical/CINE,pop/The,167337,162348,168269,0,1,12,36,115,378,415
classical/CINE,pop/We'll,242551,236344,243073,0,4,6,28,116,386,415
classical/clessidra,pop/Day,241129,241833,243037,1,2,6,23,107,405,437
classical/clessidra,pop/Don't,247001,248383,249253,0,0,6,21,102,388,437
classical/clessidra,pop/For,243104,243438,245253,0,1,10,35,132,405,437
classical/clessidra,pop/I,195597,194133,196981,0,0,0,9,91,397,437
classical/clessidra,pop/i,275323,276327,277664,0,0,1,9,83,404,437
classical/clessidra,pop/Let's,148590,148251,151002,0,0,7,43,131,403,437
classical/clessidra,pop/Set,236213,238354,239390,0,1,2,21,104,394,437
classical/clessidra,pop/The,154406,152316,155644,1,1,3,14,106,397,437
classical/clessidra,pop/We'll,242041,239706,242469,0,0,3,16,103,403,437
classical/F.Mendelssohn,pop/Day,253011,251306,253396,0,0,4,20,108,454,485
classical/F.Mendelssohn,pop/Don't,254194,252448,254818,0,0,5,14,85,435,485
classical/F.Mendelssohn,pop/For,247870,244378,248459,0,2,11,43,142,440,485
classical/F.Mendelssohn,pop/I,204304,199284,204673,0,0,5,25,124,446,485
classical/F.Mendelssohn,pop/i,277827,275507,278465,0,0,0,14,91,446,485
classical/F.Mendelssohn,pop/Let's,163809,160313,164781,0,0,0,19,99,439,485
classical/F.Mendelssohn,pop/Set,242989,241007,244219,0,0,5,32,120,439,485
classical/F.Mendelssohn,pop/The,173814,169364,174264,0,0,3,23,106,449,485
classical/F.Mendelssohn,pop/We'll,250227,245007,250376,0,0,3,16,124,445,485
classical/flowing,pop/Day,253837,250131,254489,0,1,3,14,68,353,388
classical/flowing,pop/Don't,255628,251137,256511,0,1,2,12,62,350,388
classical/flowing,pop/For,254266,248148,255108,0,0,3,10,75,359,388
classical/flowing,pop/I,217058,210016,217603,0,0,0,10,57,345,388
classical/flowing,pop/i,280388,275127,281374,0,0,1,11,64,345,388
classical/flowing,pop/Let's,183685,178982,184807,0,0,1,11,62,354,388
classical/flowing,pop/Set,247661,242614,249082,1,2,2,5,62,355,388
classical/flowing,pop/The,192764,187542,193285,0,1,5,20,76,357,388
classical/flowing,pop/We'll,247957,237643,248120,0,0,2,11,81,349,388
classical/Galdson,pop/Day,243520,243917,245818,0,0,1,18,103,414,445
classical/Galdson,pop/Don't,246951,248161,250034,0,1,10,28,115,403,445
classical/Galdson,pop/For,243279,242995,246026,0,0,2,24,122,410,445
classical/Galdson,pop/I,197544,195577,199502,0,0,0,9,101,411,445
classical/Galdson,pop/i,274490,275554,277613,0,0,4,9,87,414,445
classical/Galdson,pop/Let's,150532,149771,154006,0,0,6,26,107,392,445
classical/Galdson,pop/Set,234813,237236,239502,0,0,6,24,107,393,445
classical/Galdson,pop/The,160322,157840,161950,0,0,3,22,107,407,445
classical/Galdson,pop/We'll,242276,238520,243077,0,0,0,20,98,406,445
classical/Helios,pop/Day,244825,244999,246722,0,2,8,25,114,407,442
classical/Helios,pop/Don't,247730,248702,250428,0,0,7,36,122,399,442
classical/Helios,pop/For,243588,243190,245823,0,0,10,35,141,406,442
classical/Helios,pop/I,196888,194494,198430,0,1,2,17,110,398,442
classical/Helios,pop/i,275142,275998,277779,0,1,2,16,98,407,442
classical/Helios,pop/Let's,150337,149792,153294,0,1,7,36,126,402,442
classical/Helios,pop/Set,236078,238012,239975,1,2,8,28,120,398,442
classical/Helios,pop/The,160813,158638,162276,0,1,6,30,133,412,442
classical/Helios,pop/We'll,243649,240081,244148,0,2,10,41,143,404,442
classical/La,pop/Day,245589,245324,247106,0,0,2,14,75,356,400
classical/La,pop/Don't,249645,250040,251618,0,0,2,13,75,374,400
classical/La,pop/For,247164,245966,248738,0,0,2,18,86,353,400
classical/La,pop/I,199924,196806,201099,0,0,2,14,69,365,400
classical/La,pop/i,276559,276461,278656,0,0,0,6,80,366,400
classical/La,pop/Let's,157502,156143,159703,0,1,6,25,95,367,400
classical/La,pop/Set,238829,239879,241907,0,0,6,29,101,365,400
classical/La,pop/The,166954,164039,168084,0,0,2,14,82,367,400
classical/La,pop/We'll,248576,244821,248983,0,1,8,24,84,361,400
classical/middlenight,pop/Day,244825,244999,246722,0,2,8,25,114,407,442
classical/middlenight,pop/Don't,247730,248702,250428,0,0,7,36,122,399,442
classical/middlenight,pop/For,243588,243190,245823,0,0,10,35,141,406,442
classical/middlenight,pop/I,196888,194494,198430,0,1,2,17,110,398,442
classical/middlenight,pop/i,275142,275998,277779,0,1,2,16,98,407,442
classical/middlenight,pop/Let's,150337,149792,153294,0,1,7,36,126,402,442
classical/middlenight,pop/Set,236078,238012,239975,1,2,8,28,120,398,442
classical/middlenight,pop/The,160813,158638,162276,0,1,6,30,133,412,442
classical/middlenight,pop/We'll,243649,240081,244148,0,2,10,41,143,404,442
classical/R.Schumann,pop/Day,241309,241876,241913,0,0,0,1,14,189,222
classical/R.Schumann,pop/Don't,248314,249286,249242,0,0,1,3,26,199,222
classical/R.Schumann,pop/For,244328,244972,245194,0,0,0,3,23,199,222
classical/R.Schumann,pop/I,194906,194719,195421,0,0,0,2,28,196,222
classical/R.Schumann,pop/i,276832,277719,277775,0,0,0,3,27,200,222
classical/R.Schumann,pop/Let's,148303,149074,149529,0,0,0,1,26,198,222
classical/R.Schumann,pop/Set,238312,239826,239715,0,0,0,3,30,194,222
classical/R.Schumann,pop/The,151694,151384,152421,0,0,0,3,22,195,222
classical/R.Schumann,pop/We'll,242286,241694,242502,0,0,0,2,19,193,222
classical/Silence,pop/Day,241099,241908,242499,0,0,0,6,54,335,378
classical/Silence,pop/Don't,247631,248985,249391,0,0,0,5,66,342,378
classical/Silence,pop/For,243580,244324,245221,0,0,0,5,65,351,378
classical/Silence,pop/I,194935,194451,196145,0,0,0,6,65,345,378
classical/Silence,pop/i,275699,277098,277673,0,0,2,7,41,330,378
classical/Silence,pop/Let's,147279,148149,149563,0,0,0,9,70,335,378
classical/Silence,pop/Set,236553,239233,239504,0,0,1,10,58,333,378
classical/Silence,pop/The,153449,152375,154517,0,0,2,11,74,340,378
classical/Silence,pop/We'll,242398,241214,242828,0,0,1,11,66,332,378
classical/Vivaldi,pop/Day,253730,250840,256219,0,1,1,11,84,426,476
classical/Vivaldi,pop/Don't,251397,248576,254721,0,0,2,14,80,430,476
classical/Vivaldi,pop/For,247007,240724,249964,0,0,0,11,81,436,476
classical/Vivaldi,pop/I,210130,201330,212096,0,0,1,12,93,430,476
classical/Vivaldi,pop/i,275389,271021,278605,0,0,1,11,86,431,476
classical/Vivaldi,pop/Let's,178986,172731,182410,0,1,2,15,100,432,476
classical/Vivaldi,pop/Set,239823,235582,244604,0,0,3,10,98,435,476
classical/Vivaldi,pop/The,191888,184923,193289,0,1,4,18,105,439,476
classical/Vivaldi,pop/We'll,254148,242224,254937,0,0,1,14,89,425,476
classical/Vivaldi,pop/Day,246131,243138,246902,0,0,0,11,91,375,423
classical/Vivaldi,pop/Don't,249210,246999,250296,0,0,1,12,80,391,423
classical/Vivaldi,pop/For,246756,241985,247759,0,0,2,10,91,385,423
classical/Vivaldi,pop/I,202300,194982,203022,0,0,0,7,74,386,423
classical/Vivaldi,pop/i,277101,273705,278193,0,0,1,10,64,385,423
classical/Vivaldi,pop/Let's,163218,157266,164617,3,4,5,20,85,387,423
classical/Vivaldi,pop/Set,239201,236245,241018,0,1,1,13,79,391,423
classical/Vivaldi,pop/The,170239,162486,170895,0,0,4,21,85,396,423
classical/Vivaldi,pop/We'll,246649,238009,246910,0,1,7,20,86,377,423
classical/Al,rock/All,258003,260262,261290,0,0,0,16,101,442,479
classical/Al,rock/Anything,249002,248303,251597,0,1,7,25,122,441,479
classical/Al,rock/Chased,256380,257811,259363,0,1,3,20,118,449,479
classical/Al,rock/Deep,279006,279994,281288,0,0,3,17,118,441,479
classical/Al,rock/Lift,247133,247005,250226,0,1,3,27,108,437,479
classical/Al,rock/New,265813,264399,268380,0,1,5,23,132,443,479
classical/Al,rock/Perverting,268511,270254,271561,0,1,4,33,122,440,479
classical/Al,rock/Rude,255844,256500,258384,0,0,2,21,111,439,479
classical/Al,rock/Rude,223985,224712,226695,0,0,4,24,112,429,479
classical/Al,rock/Slash,273164,274020,275822,0,0,0,9,85,435,479
classical/Al,rock/The,256143,257434,259067,0,0,3,25,129,446,479
classical/Al,rock/The,283242,283334,285490,0,1,1,19,92,435,479
classical/Bach,rock/All,258444,259300,258679,0,0,1,1,28,214,260
classical/Bach,rock/Anything,249501,250092,249737,0,0,0,3,37,232,260
classical/Bach,rock/Chased,258498,259319,258611,0,0,2,8,43,233,260
classical/Bach,rock/Deep,281087,281609,281314,0,0,1,2,31,234,260
classical/Bach,rock/Lift,242325,242937,242817,0,1,1,7,32,227,260
classical/Bach,rock/New,267760,268186,268158,0,0,0,1,27,232,260
classical/Bach,rock/Perverting,270615,271321,270750,0,0,1,6,36,235,260
classical/Bach,rock/Rude,256664,257268,256864,0,0,0,5,44,236,260
classical/Bach,rock/Rude,223801,224394,223956,0,0,0,7,51,230,260
classical/Bach,rock/Slash,272811,273379,273110,0,0,0,1,29,224,260
classical/Bach,rock/The,255886,256608,255946,0,0,1,8,46,233,260
classical/Bach,rock/The,283632,284215,284015,0,0,0,1,28,230,260
classical/CINE,rock/All,257168,257874,259028,0,0,4,16,77,366,415
classical/CINE,rock/Anything,250202,248766,251727,0,0,0,16,116,382,415
classical/CINE,rock/Chased,258146,258786,259910,0,3,7,21,84,375,415
classical/CINE,rock/Deep,280406,280546,281749,0,0,2,20,86,381,415
classical/CINE,rock/Lift,242585,241957,244538,0,2,5,35,116,383,415
classical/CINE,rock/New,266939,265264,268604,0,2,3,19,78,371,415
classical/CINE,rock/Perverting,269247,270155,271089,0,0,5,29,121,382,415
classical/CINE,rock/Rude,255997,255928,257479,0,0,4,14,91,378,415
classical/CINE,rock/Rude,227396,227685,229024,0,0,9,31,103,377,415
classical/CINE,rock/Slash,271749,272375,273445,0,0,1,18,90,386,415
classical/CINE,rock/The,256016,256673,257907,6,9,20,43,118,385,415
classical/CINE,rock/The,282839,282870,284227,0,0,1,11,77,377,415
classical/clessidra,rock/All,255296,258835,258708,0,0,1,6,78,390,437
classical/clessidra,rock/Anything,247468,249386,250035,0,1,2,20,89,395,437
classical/clessidra,rock/Chased,255431,258742,258773,0,0,0,9,85,396,437
classical/clessidra,rock/Deep,279225,281271,281258,0,1,5,19,82,403,437
classical/clessidra,rock/Lift,239841,242380,243064,0,1,4,18,107,406,437
